cod,desc,tag,price,barcode
00003815,DIAVEGAN GALLES AVENA&COCO X 150GR,INTEGRALES,3000,7798365700033
00003812,DIAVEGAN GALLES AVENA&FR. SECOS X 150GR,INTEGRALES,3000,7798365700019
00003814,DIAVEGAN GALLES AVENA&FR. SECOS X 150GR,S/ AZUCAR,3500,7798365700101
00004020,DIAVEGAN GALLES AVENA&LIMON X 150GR,S/ AZUCAR,3500,7798365700057
00003813,DIAVEGAN GALLES AVENA&PASAS X 150GR,INTEGRALES,3000,7798365700064
00004083,DICOMERE AJI MOLIDO X 50GR,,1600,7793323005014
00004082,DICOMERE AJO EN POLVO X 50GR,,1200,7793323005038
00000716,DICOMERE BICARBONATO DE SODIO X 200GR.,,2000,7793323024947
00000082,DICOMERE CACAO AMARGO PURO POLVO X 200GR,,6000,7793323004802
00004085,DICOMERE CURCUMA X 50GR,,1400,7793323005052
00003771,DICOMERE H. TRIGO INTEGRAL ORG. X 1KG.,SUPERFINA,4200,7793323004253
00003383,DICOMERE HARINA DE ALMENDRAS X 750GR.,KETO,29500,7793323027115
00003355,DICOMERE HARINA DE ARROZ X 1KG,,3200,7793323004079
00001645,DICOMERE HARINA DE AVENA X 350GR.,INTEGRAL,3200,7793323024992
00000197,DICOMERE HARINA DE COCO X 200GR.,,4200,7793323004406
00002687,DICOMERE LECHE DE COCO EN POLVO X 150GR.,"RINDE 1,5L",8100,7793323024343
00004084,DICOMERE PIMENTON AHUMADO X 50GR,,1500,7793323004574
00003467,DICOMERE POLENTA ORGANICA  X 450GR.,LISTA 1m.,1500,7793323004932
00001153,DICOMERE POLVO P/ HORNEAR X 250GR.,,2400,7793323004376
00001323,DICOMERE PREMEZ. UNIV. PROTEICA X 450GR.,INTEGRAL,4500,7793323026965
00000105,DICOMERE PREMEZ. UNIVERSAL X 400GR.,C/PSILLIUM,2600,7793323024862
00004081,DICOMERE PROVENZAL X 50GR.,,1400,7793323004222
00000777,DICOMERE PSYLLIUM HUSK POLVO X 100G.,,7000,7793323024299
00000186,DICOMERE REBOZADOR DE ARROZ X 450GR.,,2900,7793323024893
00004080,DICOMERE SOJA TEXTURIZADA 350GR.,RINDE 1KG,1700,7793323004789
00003877,DOÑA DOMINGA FUSILLI ORGANICO X 400GR.,INTEGRAL,4750,7798325440085
00004100,DOÑA MAGDALENA ALFAJOR DDL X 60GR,S/AZUCAR,2500,7798054490801
00000769,DOÑA MAGDALENA D. DE LECHE X 400GR.,C/STEVIA,7600,7798054490603
00003370,DOÑA MAGDALENA DLL 0% LACTOSA X 450GR.,,6600,7798054491228
00000770,DOÑA MAGDALENA DLL C/ STEVIA X 400GR.,S/FRUCTOSA,8000,7798054490757
00000773,DOÑA MAGDALENA DLL DE COCO X 360GR.,,8500,7798054490986
00003858,DOÑA MAGDALENA TABLETA DE DLL X 25 GR.,54 KCAL.,1500,77946386
00003985,DOÑA PACHA PREMEZ. TORTA VAINILLA X 350G,S/TACC,5500,7798169900257
00003986,DOÑA PACHA PREMEZCLA BROWNIE X 500GR.,S/TACC,6500,7798169900271
00003984,DOÑA PACHA PREMEZCLA CHIPA X 400GR,S/TACC,5300,7798169900684
00003987,DOÑA PACHA PREMEZCLA PIZZA X 500GR.,S/TACC,5500,7798169900288
00000740,DR CACAO PURO 100% X 50GR.,,13500,606110439794
00003684,DULRI STEVIA EN POLVO X 25GR,50 SOBRES,3000,7798014465580
00001109,DULRI STEVIA LIQUIDA X 120ML.,,5500,7798014465429
00004016,DURANG ACEITUNAS RELLENAS MORRONX 330GR.,,5000,7798073725427
00004012,DURANGA ACEITUNAS DESCAROZADAS X 330GR.,,4000,7798073725687
00003797,EL BROCAL DIETETICA ARANDANOS X 220GR.,97% FRUTA,7000,7798088960462
00003613,EL BROCAL DIETETICA DURAZNO X 220GR.,97% FRUTA,6600,7798088960479
00003612,EL BROCAL DIETETICA FRUTOS ROJOS X 220GR,97% FRUTA,7000,7798088960486
00002128,EL BROCAL LIGHT CIRUELA X 400GR.,60% FRUTA,7300,7798088960349
00002130,EL BROCAL LIGHT DURAZNO X 400GR.,60% FRUTA,7300,7798088960332
00002127,EL BROCAL LIGHT FRUTILLA X 400GR.,60% FRUTA,9200,7798088960325
00002129,EL BROCAL LIGHT FRUTOS ROJOS X 400GR,60% FRUTA,10000,7798088960370
00002125,EL BROCAL LIGHT NARANJA X 400GR.,60% FRUTA,7300,7798088960356
00003796,EL BROCAL LIGHT PERA X 400GR.,60% FRUTA,7300,7798088960431
00003611,EL BROCAL MIEL X 500GR.,TRADICIONA,7200,7798088960400
00001158,EL CASTILLO EXTRACTO VAINILLA X 100CM,NATURAL,8500,7795258000737
00000724,EL COLONO FIDEOS DE ESPINACA X 300GR.,,3500,763571861172
00003873,EL COLONO FIDEOS DE HUEVO X 300GR.,,3500,763571861110
00000723,EL COLONO FIDEOS DE MORRON X 300GR.,,3500,763571861141
00003875,EL COLONO FUSILLI DE ESPINACA X 300GR.,,3500,763571861240
00003874,EL COLONO FUSILLI DE HUEVO X 300GR.,,3500,763571861202
00003876,EL COLONO FUSILLI DE MORRON X 300GR.,,3500,763571861233
00002235,EL PEONCITO H. DE COCO ORGANICA X 1KG.,,13000,7791351144569
00003934,EL PEONCITO H. PROTEICA F. SECOS X 500GR,9GR EN 50G,15000,7791351145733
00003933,EL PEONCITO HARINA DE COCO S/ TACC X 1KG,,11000,7791351142480
00003904,EL PEREGRINO BAGUETTE MULTISEM. X 800GR.,100% INT.,5000,PEREMULTI
00003902,EL PEREGRINO PAN MOLDE 100% INT. X 650GR,,5000,PEREMOLDESAL
00003903,EL PEREGRINO PAN MOLDE 100% INT. X 650GR,S/ SAL,5000,PEREMOLDESIN
00004087,ENTRENUTS ACEITE DE COCO NEUTRO X 1000CC,,20000,7798446310045
00000324,ENTRENUTS ACEITE DE COCO NEUTRO X 360CC,,7000,656750783931
00004086,ENTRENUTS ACEITE DE COCO NEUTRO X 500CC,,10000,7798446310038
00003304,ENTRENUTS ACEITE DE COCO VIRGEN X 200CC,,8600,763571722428
00000017,ENTRENUTS MANTECA CLARIFICADA X 300GR.,GHEE,14000,656750783948
00003127,ENTRENUTS PASTA DE MANI NATURAL X 370GR.,,3400,736684208707
00003966,ENTRENUTS PASTA DE MANI PROTEICA X 370GR,CARAMEL,4500,7798446310083
00001173,ESTANCIA LOS NARANJOS LIMONADA X 500ML.,,2500,707273376091
00001171,ESTANCIA LOS NARANJOS NAR&DURAZ X 500ML.,,2500,707273376145
00003634,ESTANCIA LOS NARANJOS NAR&FRUTI X 500ML.,,2500,707273375988
00003633,ESTANCIA LOS NARANJOS NARANJA X 500ML.,,2500,
00003935,ESTERILLA DE BAMBU PLANA 27X27CM,,6500,2025012159872
00003652,FELICES L.V. CHICKEVIL PARTY 2UN X 160GR,,3500,763571648506
00003341,FELICES L.V. COCURT X 300GR.,,4000,727373107166
00000183,FELICES L.V. CREMOSO X 250GR.,DERRITE!,3800,763571697221
00001390,FELICES L.V. DANBO FETEADO X 150GR.,,3000,763571763650
00001392,FELICES L.V. HEBRAS MIX QUESOS X 150GR.,,3700,714604075783
00001391,FELICES L.V. HEBRAS REGGIANITO X 150GR.,,3700,714604075776
00001393,FELICES L.V. HUMMUS GARBANZO X 220GR.,,2600,76625280103
00003119,FELICES L.V. JAMON FETEADO X 150GR.,,5000,727373025675
00002587,FELICES L.V. JOGURTTI X 170GR.,FRUTILLA,2200,790757919198
00002596,FELICES L.V. JOGURTTI X 170GR.,VAINILLA,2000,763571663615
00003653,FELICES L.V. KARNEVIL PARTY 2U. X 160GR.,,3000,763571648513
00003199,FELICES L.V. LE CHOC X 48GR.,,1700,76625288185
00004107,FELICES L.V. MILA DE CARNE 2UN. X 230GR.,26GR. PROT,5000,724751014108
00003651,FELICES L.V. MILA DE POLLO 2UN. X 230GR.,26GR. PROT,5000,724751014092
00001660,FELICES L.V. MUZZALMENDRA X 250GR.,GRATINA!,4000,763571697214
00003695,FELICES L.V. NUGGETS X 300GR.,,6300,724751007674
00001386,FELICES L.V. QUESO CREMOSO X500G.,DERRITE!,7800,656750732656
00001383,FELICES L.V. QUESO FANTASTIQUE X 200G.,,3200,656750747926
00002021,FELICES L.V. UNT. DE ALMENDRA X 200GR.,CLASICO,2900,76625251271
00003650,FELICES L.V. UNT. DE ALMENDRA X 200GR.,CHEDDAR,2750,76625282732
00004029,FELICES L.V. VEGANESA X 200G.,,2500,758890934539
00001486,FELICES L.V. YOGUR COLCHON FRUTA X 125GR,FRU BOSQUE,2000,727373157819
00004007,FRAMS SOPA DE CHOCLO INSTANTANEA X 50GR.,,4000,7798067050504
00004006,FRAMS SOPA DE VERDURA INSTANTANEA X 50GR,,4000,7798067050566
00004008,FRAMS SOPA ESPARRAGOS INSTANTANEA X 50GR,,4000,7798067050474
00003965,FRUCH CROCANTE MANZANA X 25G,,2800,7798418980047
00003804,FRUGGINA JUGO 100% MANZANA X 250ML.,,2000,7798324540038
00003802,FRUGGINA JUGO 100% MANZANA X 500ML.,,3000,7798324540083
00003800,FRUGGINA JUGO 100% MANZANA X 910ML.,,4500,7798324540069
00003803,FRUGGINA JUGO 100% PERA X 250ML.,,2000,7798324540045
00003801,FRUGGINA JUGO 100% PERA X 500ML.,,3000,7798324540076
00003799,FRUGGINA JUGO 100% PERA X 910ML.,,4500,7798324540052
00003932,FRUTTY BARRA DE FRUTA FRUTI&MANZ X 30GR.,,1750,7792280006188
00004104,FRUTTY BARRA DE FRUTA MANZ&BANANA X 30GR,,1750,7792280006201
00003867,FRUTTY BARRA DE FRUTA MANZANA X 30GR.,,1750,7792280006164
00000668,FRUTTY MANZANA CROCANTE X 18GR.,S/AZUCAR,1000,7792280005853
00004166,GALLETA DE LA FORTUNA X 1 UNIDAD,,1000,
00004167,GALLETA DE LA FORTUNA X 2 UNIDADES,,1500,4167
00004168,GALLETA DE LA FORTUNA X 3 UNIDADES,,2000,4168
00004031,GO NATURAL GRANOLA BERRIES X 290GR.,,7500,7790524324357
00004030,GO NATURAL GRANOLA CRUNCH! X 290GR.,,5000,7790524324364
00004032,GO NATURAL GRANOLA SEEDS&NUTS X 290GR,,6500,7790524324340
00000029,GOD BLESS YOU ACEITE COCO NEUTRO X 500ML,,14100,7798318380060
00000028,GOD BLESS YOU ACEITE COCO NEUTROX225ML,,8300,7798318380077
00000025,GOD BLESS YOU ACEITE COCO VIRGEN X 500ML,,25900,7798318380022
00000026,GOD BLESS YOU ACEITE COCO VIRGEN X1000ML,,49000,7798318380015
00000024,GOD BLESS YOU ACEITE COCO VIRGEN X225ML,,13600,7798318380039
00001112,GOD BLESS YOU AZUCAR FLOR DE COCO 250GR.,S/TACC,12500,7798318380145
00004035,GOOD BAR FRUTILLA & HIBISCUS X 30G,,2500,7798470450038
00001066,GOOD BAR MATCHA & COCO X 30G.,,2500,7798470451011
00004186,GRANGER CUPCAKES PROTEICOS CACAO X 360GR,15GR PROTE,16000,7798456650148
00003891,GRANGER GALLES PROTE. AVENA&MANI X 220GR,S/TACC,8000,7798456650094
00000344,GRANGER PANCAKES KETO CHOCOLATE X 200GR.,LISTO 5m,12000,7798456650025
00003463,GRANGER PANCAKES KETO VAINILLA X 200GR.,LISTO 5m.,12000,7798456650179
00004074,GRANGER PANCAKES PROTE. CHOCO X 400GR,LISTO 3min,15000,7798456650131
00002020,GRANGER PANCAKES PROTE. VAINILLA X 400GR,LISTO 3min,15000,7798456650124
00003476,GRANGER PANCAKES PROTEICOS CHOCO VEGANO,LISTO 5m,15000,7798456650377
00003931,GRANGER PROTEINA DE ARVEJA X 453GR.,PLANT B.,20000,7798456650339
00003760,GRANO PAMPA GARBANZOS X 600 GR.,,3600,7798398811157
00003766,GRANO PAMPA HARINA DE ARVEJAS X 500GR.,,3000,7798398811096
00003763,GRANO PAMPA HARINA DE GARBANZOS X 500GR.,,3500,7798398811089
00003762,GRANO PAMPA HARINA DE LENTEJAS X 500GR.,,4500,7798398811102
00000500,GRANO PAMPA LENTEJAS X 600 GR.,,3500,7798398811140
00003765,GRANO PAMPA LENTEJON X 600GR.,,3500,7798398811164
00003761,GRANO PAMPA POROTO ALUBIA X 600 GR.,,4000,7798398811126
00003759,GRANO PAMPA PROTO NEGRO X 600 GR.,,3500,7798398811119
00003673,GRANOLATE BARRITA BERRIES X 45GR,,2500,7798350520059
00003672,GRANOLATE BARRITA CAPUCHINO X 45GR,,2500,7798350520035
00003671,GRANOLATE BARRITA COCO&ARANDANOS X 45GR,,2500,7798350520028
00003670,GRANOLATE BARRITA CREMA AVELLANAS X 45GR,,2500,7798350520042
00003674,GRANOLATE BARRITA MANZANA&CAJU X 45GR,,2500,7798350520073
00003668,GRANOLATE ENERGY BALL CACAO&CAJU X 30GR,S/HARINAS,3000,7798350520110
00003669,GRANOLATE ENERGY BALL CHOCO&MENTA X 30GR,S/HARINAS,3000,7798350520127
00003654,GRANOLATE ENERGY BALL COCO&NUEZ X 30GR,S/HARINAS,3000,7798350520103
00000683,GRANOLATE MEGA KIDS X 48GR,,2500,7798350520141
00002388,GRAPIA MILENARIA CON PALO X 500GR.,AGROECOLOG,4500,7798151510044
00004077,GRAPIA MILENARIA DESPALADA X 500GR.,AGROECOLOG,6600,714604478362
00001650,GREEN CROPS ARVEJAS AL DIJON X 45GR.,HORNEADOS,1800,7798228640919
00001579,GREEN CROPS HONGOS & PIMI. NEGRA X 45GR.,HORNEADOS,1800,7798228640896
00001269,GREEN CROPS PALTA Y LIMÒN X 45GR.,HORNEADOS,1800,7798228641220
00000498,GREEN CROPS PAPINES C/NUEZ MOZC. X 45GR.,HORNEADOS,1800,7798228641237
00001578,GREEN CROPS TOMATE & PAPRIKA X 45GR.,HORNEADOS,1800,7798228640902
00001267,GREEN CROPS ZANAHORIA TERIYAKI X 45GR.,HORNEADOS,1800,7798228641190
00004071,GRUN GRISINES DE CHIA Y LINO X 145GR,,3000,7798015440074
00003693,GUERRERO JUGO AVE MARIA BLANCO X 750ML.,DULCE NAT.,7500,JUGOAVE
00003692,GUERRERO VINO AVE MARIA BLANCO X 750ML.,DULCE NAT.,7500,VINOAVEDULCE
00003694,GUERRERO VINO LADRONZUELO X 750ML.,ROSADO DUL,7500,LADRON
00003691,GUERRERO VINO LAMBRUSCO MAESTRI X 750ML.,ORGANICO,7500,MAESTRI
00003689,GUERRERO VINO LOS TERITOS ORG. X 750ML.,C. FRANC,7500,TERITOSFRANC
00003690,GUERRERO VINO LOS TERITOS ORG. X 750ML.,MALBEC,7500,TERITOSMALBEC
00003540,GULLON GALLETITAS VAINILLA X 200GR.,S/ TACC,6400,8410376017359
00003667,GULLON OBLEAS DE VAINILLA X 60GR,BAJA C.G.,2200,8410376017687
00003678,HANKS`S POCHOCLOS CLASICO X 49GR.,,2500,763571706305
00003675,HANKS`S POCHOCLOS SABORIZADOS X 104GR.,CHOCOLATE,2500,763571706640
00003677,HANKS`S POCHOCLOS SABORIZADOS X 104GR.,COCO,2500,763571706312
00003676,HANKS`S POCHOCLOS SABORIZADOS X 112GR.,MANI,2500,763571706657
00003899,HAPPY FOOD ALFAJOR DE DDL X 50G.,S/ AZUCAR,2500,7798308250113
00003782,HAPPY FOOD GALLES NARANJA X 120GR,S/ TACC,3000,7798308250311
00003868,HAPPY FOOD GALLES NARANJA X 44GR.,,1500,7798308250205
00003893,HAPPY FOOD GALLES PERA&CANELA X 120GR.,S/ TACC,3250,7798308250335
00004105,HAPPY FOOD TALITAS CLASICAS X 100GR,,3000,7798308250410
00003783,HAPPY FOODS ALFAJOR PASTA DE MANI X 50GR,,2000,7798308250021
00003973,HAPPY FOODS BOCADITO DE DLL X 40GR.,S/ AZUCAR,2000,7798308250144
00004040,HARINA INT. DE TRIGO SARRACENO X 1KG.,FIBRAS,8000,7798363080021
00003920,HAULANI MADURADO CAJU AHUMADO X 150GR,S/ TACC,8000,7798338250107
00001381,HAULANI MADURADO CAJU F. HIERBAS X 150GR,S/ TACC,8000,7798338250091
00000883,HEREDIA MONOHIERBAS SURT. X 20 SAQ.,4 SABORES,4500,7798003740681
00000886,HEREDIA TE NOCHE X 25 SAQ.,,5500,7798003740261
00000887,HEREDIA TE PASSION CHAI X 25 SAQ.,,4600,7798003740360
00000878,HEREDIA TE VERDE X 25 SAQ.,,4100,7798003740285
00001026,HIERBAS SILVESTRES YERBA SUAVE X 500GR,Nº 1,4000,7798073135530
00002669,HIERBAS SILVESTRES YERBA VITALIS X 500GR,Nº 3,4000,7798073135554
00004185,HOMEMADE GRANOLA CEREAL CRUNCH X 800GR.,S/AZUCAR,17000,754697476494
00001306,IL CUOCO PEPAS ALGARROBA&AVENA X 250GR.,MEMBRILLO,4500,122334467899
00001567,INKANATUN MACA NEGRA EN POLVO X 150GR.,,2500,7753090000025
00003960,INTEGRA BARRA CHOCOLATE&AVELLANAS X 41GR,,2500,7798343751651
00003906,INTEGRA BARRA CHOCOLATE&BANANA&DLL 41GR,,2500,7798343751675
00003905,INTEGRA BARRA CHOCOLATE&P. DE MANI 41GR.,,2500,7798343751699
00004034,INTEGRA BARRA DOBLE CHOCOLATE X 41GR,,2500,7798343751682
00004047,INTEGRA BARRA PROTEICA BANANA X 45GR,15GR. PROT,2500,7798343751538
00000912,INTEGRA BARRA PROTEICA MANI&CHOCO X 45GR,15GR. PROT,2500,7798343751422
00000697,INTEGRA BARRITA MANI&ARANDANOS X 41GR,VEGANA,2000,7798343751071
00000694,INTEGRA BARRITA SEMILLA&CHOCOLATE X 38GR,S/TACC,2000,7798343751057
00002940,INTEGRA BARRITA SEMILLAS&ARANDANO X 38GR,S/TACC,2000,7798343751040
00001379,INTEGRA GALLETITAS CACAO&CHOCO X 200GR.,,3700,7798343751521
00003378,INTEGRA GALLETITAS CHIA&ARANDANO X 200GR,,3700,7798343751514
00003379,INTEGRA GALLETITAS MANI&ALMENDRA X 200GR,,3700,7798343751507
00000438,INTEGRA GRANOLA ALMENDRA&ARAND. X 250GR,S/ TACC,9000,7798343751095
00000435,INTEGRA GRANOLA ALMENDRA&CAJU&ARAN X 1KG,,23000,7798343751125
00001635,INTEGRA GRANOLA BANANA&CHOCO X 250GR.,PROTEICA,9000,7798343751545
00000437,INTEGRA GRANOLA CHOCO&CACAO X 1KG.,,23000,7798343751101
00001636,INTEGRA GRANOLA PASTA DE MANI X 250GR.,PROTEICA,9000,7798343751552
00004146,INTEGRA GRANOLA XL BANANA&CHOCO X 700GR.,PROTEICA,22000,7798343752009
00004147,INTEGRA GRANOLA XL PASTA DE MANI X 700GR,PROTEICA,22000,7798343752016
00004075,INTI SAKURA SEXY ROSE X 10 SAQUITOS,,7000,7798104308247
00003914,INTIZEN HOJAS DE CEDRON ORGANICO X 17GR.,,4500,INTICEDRON
00000949,INTIZEN TE NEGRO HEBRAS ORGANICO X 80GR.,,4500,7798104308490
00000948,INTIZEN TE VERDE HEBRAS ORGANICO X 80GR.,,4500,7798104308506
00003887,IOGO YOG. COCO C/ GRANOLA X 160GR.,S/ AZUCAR,4000,7798338250213
00004061,JASMINE WRAP CHIA & LINO X 6 UNI,,9500,7896283007439
00001355,JASMINE WRAP TRADICIONAL X 6UN.,,9500,7896283007309
00001029,JESPER YERBA MATE TRADICIONAL X 500GR.,C/ PALO,3500,7798185200287
00001028,JESPER YERBA ORGANICA X 500GR,,6300,7798185200478
00001116,JUAL STEVIA LIQUIDA X 250 ML.,,6500,7798143230271
00001117,JUAL STEVIA LIQUIDA X 600ML.,,14000,7798143230288
